stage_id,stage_name,kind,source_path,size_bytes,sha256,recommended_hf_repo,recommended_hf_path,hf_url,status,reason
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_A3.html,183676655,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_A3.html,,pending,Large interactive vis.js network graph for cluster group A3 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_A4.html,106436182,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_A4.html,,pending,Interactive vis.js network graph for cluster group A4 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_A5.html,130602649,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_A5.html,,pending,Interactive vis.js network graph for cluster group A5 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_A6.html,190201429,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_A6.html,,pending,Large interactive vis.js network graph for cluster group A6 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_A7.html,124371790,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_A7.html,,pending,Interactive vis.js network graph for cluster group A7 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_A8.html,41625811,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_A8.html,,pending,Interactive vis.js network graph for cluster group A8 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_A9.html,264113896,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_A9.html,,pending,Large interactive vis.js network graph for cluster group A9 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B0.html,229062847,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B0.html,,pending,Large interactive vis.js network graph for cluster group B0 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B1.html,41851361,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B1.html,,pending,Interactive vis.js network graph for cluster group B1 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B2.html,221665262,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B2.html,,pending,Large interactive vis.js network graph for cluster group B2 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B3.html,615072467,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B3.html,,pending,Very large interactive vis.js network graph for cluster group B3 (587 MB); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B4.html,76694172,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B4.html,,pending,Interactive vis.js network graph for cluster group B4 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B5.html,127911305,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B5.html,,pending,Interactive vis.js network graph for cluster group B5 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B6.html,13729623,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B6.html,,pending,Interactive vis.js network graph for cluster group B6 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B7.html,615104903,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B7.html,,pending,Very large interactive vis.js network graph for cluster group B7 (587 MB); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B8.html,302984,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B8.html,,pending,Interactive vis.js network graph for cluster group B8 (all edges embedded inline); not suitable for GitHub
06,KnowledgeGraph,result,KnowledgeGraph/cluster_metrics_out/vis_B9.html,79642910,,OWNER/GoldenF-data,KnowledgeGraph/cluster_metrics_out/vis_B9.html,,pending,Interactive vis.js network graph for cluster group B9 (all edges embedded inline); not suitable for GitHub
