stage_id,stage_name,kind,required,item_path,description,source_path,deliverable_path,status,reason,size_bytes,sha256
02,GNN (Text),code,true,work_alpha_gnn_20260212/scripts/gnn_unsupervised_pilot.py,Pilot unsupervised GNN training script.,work_alpha_gnn_20260212/scripts/gnn_unsupervised_pilot.py,deliverables/stages/02_gnn_text/code/work_alpha_gnn_20260212/scripts/gnn_unsupervised_pilot.py,copied,,10652,69685d5dfedc10aa302bedf38f2b224981931b706af42e1982cc74866c44815d
02,GNN (Text),doc,true,docs/gnn_architecture_config.md,Architecture/training/evaluation configuration summary.,docs/gnn_architecture_config.md,deliverables/stages/02_gnn_text/doc/docs/gnn_architecture_config.md,copied,,6794,7b043f276299a9bd13150e78838755d07b5689892b01ea762f35711331e3d53f
02,GNN (Text),doc,true,docs/revised_gnn_representation_learning.md,Code-aligned GNN representation-learning description.,docs/revised_gnn_representation_learning.md,deliverables/stages/02_gnn_text/doc/docs/revised_gnn_representation_learning.md,copied,,9225,a5b9caa3fe4fa448883d3affff0d00b3b2f9bd9f4770cd78b6e555c42dce6f37
02,GNN (Text),doc,true,work_alpha_gnn_20260212/README.md,Main reproducibility guide for alpha + GNN workbench.,work_alpha_gnn_20260212/README.md,deliverables/stages/02_gnn_text/doc/work_alpha_gnn_20260212/README.md,copied,,9134,79ee252c40fbfba3bef22bb5469c0b7526b3f3d7c6ab52a8dd6f0c799afb13cb
02,GNN (Text),result,true,work_alpha_gnn_20260212/artifacts/csv/eval_gnn_holdout_l2_robust.csv,Robust internal-metric evaluation for holdout GNN.,work_alpha_gnn_20260212/artifacts/csv/eval_gnn_holdout_l2_robust.csv,deliverables/stages/02_gnn_text/result/work_alpha_gnn_20260212/artifacts/csv/eval_gnn_holdout_l2_robust.csv,copied,,2599,542362fe1d251f716b72729629be302477a09f4542b291148f777188b4f50a71
02,GNN (Text),result,true,work_alpha_gnn_20260212/embeddings/gnn_holdout_embeddings_l2.npz,Holdout GNN embedding (L2-normalized).,work_alpha_gnn_20260212/embeddings/gnn_holdout_embeddings_l2.npz,deliverables/stages/02_gnn_text/result/work_alpha_gnn_20260212/embeddings/gnn_holdout_embeddings_l2.npz,copied,,29659789,6ce755ab1aeb29236887e289d0d1667024b5fae24af59fffde920756a861d594
02,GNN (Text),result,true,work_alpha_gnn_20260212/embeddings/gnn_pilot_embeddings_l2.npz,Pilot GNN embedding (L2-normalized).,work_alpha_gnn_20260212/embeddings/gnn_pilot_embeddings_l2.npz,deliverables/stages/02_gnn_text/result/work_alpha_gnn_20260212/embeddings/gnn_pilot_embeddings_l2.npz,copied,,29659789,a78088296302522fb4a6ea341e1ab0275c4a78e5762f3a37ba4f2ac527852655
02,GNN (Text),result,true,work_alpha_gnn_20260212/reports/baseline/gnn_vs_golden_summary_by_k.csv,Summary comparison between GNN and golden fusion baselines.,work_alpha_gnn_20260212/reports/baseline/gnn_vs_golden_summary_by_k.csv,deliverables/stages/02_gnn_text/result/work_alpha_gnn_20260212/reports/baseline/gnn_vs_golden_summary_by_k.csv,copied,,4590,bbc3bb76874ff2642f9b20dcffc8dd9d19f602128582e1bbe798747f527138db
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/build_human_only_inputs.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/build_human_only_inputs.py,copied,,9396,4aaacaea196f4011d79080c7c15fbd3963d1b039893bedb886b316efd08478d1
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/build_node_features_from_meta.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/build_node_features_from_meta.py,copied,,18291,c5633b0a985d85b1e4033031dd546bbbeb32b94af120d518ae5b1f97112b1353
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/generate_ablation_plots.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/generate_ablation_plots.py,copied,,8061,456f034c01465068a386a802df82c217ee61ed743dc800258cc9ad788dd70c5e
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/generate_metrics_reference_comparison.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/generate_metrics_reference_comparison.py,copied,,15414,e635e6a0240ab48d0a20f6bb89541d0f033ed30c82b69f22e42e8b5385311708
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/make_human_only_share_bundle.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/make_human_only_share_bundle.py,copied,,21452,f2bef5ea848825374888e91757f40a0463d6445a5059958c3c1571ed27513729
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/map_cluster_correspondence.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/map_cluster_correspondence.py,copied,,10326,372309b55d90a4d8865d478694c5e17958441d744aff8e3a35f848becc342df1
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/plot_linkpred_curves.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/plot_linkpred_curves.py,copied,,2963,a293fd93c94b896bda92df564bf9d6d2579ebe770f5371ba1a94d8c30794fb2a
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/run_feature_ablation_subset.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/run_feature_ablation_subset.py,copied,,19440,a5225654a1d53808eb98804aa33a6bdf73edbc254ed5182531a0c8a5484fc57b
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/run_linkpred_multiseed.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/run_linkpred_multiseed.py,copied,,9850,0172872b1b9af2e16cd66606d7510c108420eed6762cf4fc4ecc6ff75a1bab65
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/run_single_085_090_human_only.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/run_single_085_090_human_only.py,copied,,27149,6219a15f7396ca880263515adc605e2ed8f303ebea0cd1ecaaa845f0cf70d123
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/summarize_feature_ablation.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/summarize_feature_ablation.py,copied,,10990,8bef4870df6564b3daa27112e5986022d5cefae211d57321cbc4bb06b0ca2f83
03,GNN Structlite,code,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts,"Structlite feature builder, run drivers, and reporting scripts.",work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/tune_gnn_structlite_tradeoff.py,deliverables/stages/03_gnn_structlite/code/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/scripts/tune_gnn_structlite_tradeoff.py,copied,,24940,95b3cc26ae0b0ed6897058e1fca0bf1a0cfdabcddab7b7c61d758a63ae3674f6
03,GNN Structlite,doc,true,docs/plans/2026-02-26-cluster-correspondence-report.md,Plan and methodology for text-only vs structlite cluster correspondence.,docs/plans/2026-02-26-cluster-correspondence-report.md,deliverables/stages/03_gnn_structlite/doc/docs/plans/2026-02-26-cluster-correspondence-report.md,copied,,9754,84681f4dfdb24353d5687b2a6e79e5164ba7519d2164af174aa50c6a10425458
03,GNN Structlite,result,true,outputs/human_only_combined_clean/umap_gnn_textonly_vs_structlite_subset085.png,Subset 0.85 text-only vs structlite UMAP comparison.,outputs/human_only_combined_clean/umap_gnn_textonly_vs_structlite_subset085.png,deliverables/stages/03_gnn_structlite/result/outputs/human_only_combined_clean/umap_gnn_textonly_vs_structlite_subset085.png,copied,,300428,867e98429b8c8524ef86a0e018f0660dd2b5918ff82ddf5d601987bf22dfe700
03,GNN Structlite,result,true,outputs/human_only_combined_clean/umap_gnn_textonly_vs_structlite_subset090.png,Subset 0.90 text-only vs structlite UMAP comparison.,outputs/human_only_combined_clean/umap_gnn_textonly_vs_structlite_subset090.png,deliverables/stages/03_gnn_structlite/result/outputs/human_only_combined_clean/umap_gnn_textonly_vs_structlite_subset090.png,copied,,254814,46289fb1ef2bd4bf7b4ee70e2ec12c6806a480aca0856a03f6062eaedaa7145f
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/run_manifest_human_only.md,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/run_manifest_human_only.md,copied,,422,6e3daf439f8a60b221b6578425a2aa0412f76927eb663f27c2636510189143bb
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/fusion_eval_subset085.csv,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/fusion_eval_subset085.csv,copied,,1477,12234212ca82e25f90d68acb87460ea13606223c54dabccecd6827172aacd95d
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/gnn_eval_subset085.csv,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/gnn_eval_subset085.csv,copied,,1518,ed3b761220d2abc654c292825affb8049bf47e6ff4ed8d416f0c193030f4a429
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/gnn_structlite_eval_subset085.csv,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/gnn_structlite_eval_subset085.csv,copied,,1557,b0eb1c0bbb4ad9cad0db53be404c3bd188cc7664e4d443c03f6ec2f3be1a36ad
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/text_structlite_linkpred_subset085.csv,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/text_structlite_linkpred_subset085.csv,copied,,1914,38311c12cc34db2076819833b38416a878a667a86b77947ef1b0ed0253bffd2f
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/text_structlite_linkpred_subset085.summary.json,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/csv/text_structlite_linkpred_subset085.summary.json,copied,,2619,76cc4ef77c3279bc0130a4bdb42fae254b4d9c781bf526a713f1b7a176059be4
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/features/feature_manifest_subset085.json,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/features/feature_manifest_subset085.json,copied,,1984,3990da715c6a074e0386e9513dec87bb766e3a95068f806373f818f001761166
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/features/text_structlite_gnn_holdout_subset085.npz,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/features/text_structlite_gnn_holdout_subset085.npz,copied,,4482764,0053362ebebcdfee6e36b4468e81f4f313cf120fd06dd4af684df8759417ed35
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/features/text_structlite_subset085.npz,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/features/text_structlite_subset085.npz,copied,,6752108,ed9e38671fe7c5cebc39c2f436cdaefac3a2be2e863b3493013c8c74749540b0
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/edges_with_mtype_threshold_085_human.txt,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/edges_with_mtype_threshold_085_human.txt,copied,,608084,82bcb9cdc073071c14837c50df61587c8e89254ebf687560b1391fed67f547ef
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/enriched_gs_metadata_subset085_human.csv,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/enriched_gs_metadata_subset085_human.csv,copied,,11158251,046d55c4e123133137be7641a6b87644d7c843678c9a27d2f7dc20046627f832
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/filter_stats_subset085.md,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/filter_stats_subset085.md,copied,,206,13f7531c8a204702afb60ace94c9e36cdec0a25e690a94ed7932123c6051b078
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/fusion_subset_085_human.npz,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/fusion_subset_085_human.npz,copied,,8883916,27114c48526b8cc818b2124a3076d3507b71e839d1239ab39c58b4abb4ffb9d6
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/gnn_old_holdout_subset_085_human.npz,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/gnn_old_holdout_subset_085_human.npz,copied,,4482764,b0c218ea09aae01c69ca5d5135918797e048606397625c71943cb7ef69f79993
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/go_embeddings_subset_085_human_l2.npz,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/go_embeddings_subset_085_human_l2.npz,copied,,6683340,431d593a68f6e3794550fdb5f36de194836c2e0a2d1c51a8a94ea34e05035c95
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/human_ids_subset085.txt,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/human_ids_subset085.txt,copied,,42980,39c222d27f01c71b9166fd0cfd9311fa313c0cdb67f080804114f55ff4615c79
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/pager_embeddings_subset_085_human_l2.npz,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/inputs/pager_embeddings_subset_085_human_l2.npz,copied,,4482764,ae134ace0476ecf7a1e9619e758959a98d927515ee92218737ef7d20b8ae0a58
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/confound/fusion_confound_subset085.md,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/confound/fusion_confound_subset085.md,copied,,2435,b0c4c799d127df5e6aaa4d5cf941a0641d36ac8927ceede5b41dcea138369cad
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/confound/gnn_confound_subset085.md,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/confound/gnn_confound_subset085.md,copied,,2440,d9488ee3e3afd12c9a170dd01f6e706dc2c3857644d82c54cdc021eed05ddc11
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/confound/gnn_structlite_confound_subset085.md,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/confound/gnn_structlite_confound_subset085.md,copied,,2383,ecf8d821710a87a9a69cc14850522112dbab8e2211d520b50c61ed0f97a63678
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/validation/fusion_validation_subset085/meta_enrichment_results.csv,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/validation/fusion_validation_subset085/meta_enrichment_results.csv,copied,,105006,fcc56dfbf797fc8d38ce8ccd1fba5fa638c7df04a5134ad6b923b1e794fd502a
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/validation/fusion_validation_subset085/meta_enrichment_seed_summary.csv,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/validation/fusion_validation_subset085/meta_enrichment_seed_summary.csv,copied,,5059,23ee4c338e5855ed6e3ef2f1a195c87f6a970f2172dc4dc5201d5645477cdcf6
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/validation/fusion_validation_subset085/pairwise_ari.csv,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/validation/fusion_validation_subset085/pairwise_ari.csv,copied,,279,452ce5e678cc2582be9d5612d86f6f1659d862fbe70c3c729b5118070e52d0c3
03,GNN Structlite,result,true,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835,Main human-only structlite run outputs.,work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/validation/fusion_validation_subset085/text_coherence_by_seed.csv,deliverables/stages/03_gnn_structlite/result/work_alpha_gnn_20260212/task_20260219_gnn_feature_ablation/runs/single_085_090_human_only_20260302_210835/subset085/reports/validation/fusion_validation_subset085/text_coherence_by_seed.csv,copied,,1046,5bc6fa69ee6c3850c8d0c9be52701ae7402d4443f715cf8eca5e68a1f951e27f
