threshold,cluster,dedup_rank,term_id,term_name,term_description,q_value,p_value,enrichment_ratio,k_overlap,cluster_genes,representative_group_size
080,3,5,GEX026030,GSE249721-5-vs-12-human up,"Up genes in pc9 ct 24h lung adenocarcinoma cell line epithelial subcloned yes dmso vs h4006 erlo 24h 1 lung adenocarcinoma cell line hcc4006 epithelial subcloned yes erlotinib um (GSE249721, human)",3.119916950944936e-140,8.475416719652939e-144,1.1755835730697195,2000,51793,1
080,4,1,GEX003060,"GSE226525,GSE226527-0-vs-8-human dn","Dn genes comparing Group 0 vs Group 8 (GSE226527, human)",1.1134664018653788e-106,4.9073420848579766e-110,1.1316024235215405,2000,53806,1
080,4,2,GEX015081,GSE247506-5-vs-4-human up,"Up genes in vein blood con peripheral mononuclear cell group control vs vein blood crao peripheral mononuclear cell group v (GSE247506, human)",1.1134664018653788e-106,4.9073420848579766e-110,1.1316024235215405,2000,53806,1
080,4,3,GEX022223,GSE227465-3-vs-4-human dn,"Dn genes in hbl1 a20 24hr cell line human dlbcl cas9 engineered tnfaip3 ko vs tmd8 24hr acal cell line human dlbcl cas9 engineered ko 25 nm acalabrutinib 24h (GSE227465, human)",1.1134664018653788e-106,4.9073420848579766e-110,1.1316024235215405,2000,53806,1
080,4,4,GEX022390,"GSE246886,GSE246889-2-vs-4-human dn","Dn genes comparing Group 2 vs Group 4 (GSE246889, human)",1.1134664018653788e-106,4.9073420848579766e-110,1.1316024235215405,2000,53806,1
080,4,5,GEX026030,GSE249721-5-vs-12-human up,"Up genes in pc9 ct 24h lung adenocarcinoma cell line epithelial subcloned yes dmso vs h4006 erlo 24h 1 lung adenocarcinoma cell line hcc4006 epithelial subcloned yes erlotinib um (GSE249721, human)",1.1134664018653788e-106,4.9073420848579766e-110,1.1316024235215405,2000,53806,1
080,5,1,GEX003060,"GSE226525,GSE226527-0-vs-8-human dn","Dn genes comparing Group 0 vs Group 8 (GSE226527, human)",2.9802787455948224e-84,2.1944662430597016e-87,1.1030053803373123,2000,55201,1
080,5,2,GEX010287,"GSE240896,GSE240899-5-vs-1-human dn","Dn genes comparing Group 5 vs Group 1 (GSE240899, human)",2.9802787455948224e-84,2.1944662430597016e-87,1.1030053803373123,2000,55201,1
080,5,3,GEX011322,GSE254479-5-vs-1-human dn,"Dn genes in mcf 10a cells egf c75 3h biol rep cell line breast epithelial wt 9h plus vs mcf 10a cells egf dmso 6h biol rep cell line breast epithelial wt 9h plus (GSE254479, human)",2.9802787455948224e-84,2.1944662430597016e-87,1.1030053803373123,2000,55201,1
080,5,4,GEX015081,GSE247506-5-vs-4-human up,"Up genes in vein blood con peripheral mononuclear cell group control vs vein blood crao peripheral mononuclear cell group v (GSE247506, human)",2.9802787455948224e-84,2.1944662430597016e-87,1.1030053803373123,2000,55201,1
080,5,5,GEX020735,"GSE188111,GSE188123-5-vs-3-human up","Up genes comparing Group 5 vs Group 3 (GSE188123, human)",2.9802787455948224e-84,2.1944662430597016e-87,1.1030053803373123,2000,55201,1
080,6,1,GEX003060,"GSE226525,GSE226527-0-vs-8-human dn","Dn genes comparing Group 0 vs Group 8 (GSE226527, human)",5.925567688026143e-293,1.659043453813006e-297,1.3979015520249791,2000,43556,1
080,6,2,GEX015081,GSE247506-5-vs-4-human up,"Up genes in vein blood con peripheral mononuclear cell group control vs vein blood crao peripheral mononuclear cell group v (GSE247506, human)",5.925567688026143e-293,1.659043453813006e-297,1.3979015520249791,2000,43556,1
080,6,3,GEX008754,GSE241874-1-vs-2-human dn,"Dn genes in rna seq ttc 549 cis acbi1 cell line rhabdoid tumor 250 nm vs rna seq a204 acbi1 cell line rhabdoid tumor 250 nm (GSE241874, human)",5.925567688026143e-293,3.331347356386549e-297,1.3979015520249791,1998,43556,1
080,6,4,GEX001183,"GSE209632,GSE209820-3-vs-5-human dn","Dn genes comparing Group 3 vs Group 5 (GSE209820, human)",5.925567688026143e-293,4.720591107043118e-297,1.3979015520249796,1997,43556,1
080,6,5,GEX046816,"GSE223405,GSE223406-9-vs-7-human dn","Dn genes comparing Group 9 vs Group 7 (GSE223406, human)",5.925567688026143e-293,4.720591107043118e-297,1.3979015520249796,1997,43556,1
080,7,1,GEX003060,"GSE226525,GSE226527-0-vs-8-human dn","Dn genes comparing Group 0 vs Group 8 (GSE226527, human)",4.953281969866225e-118,1.9135835013394267e-121,1.1462808517047272,2000,53117,1
080,7,2,GEX015081,GSE247506-5-vs-4-human up,"Up genes in vein blood con peripheral mononuclear cell group control vs vein blood crao peripheral mononuclear cell group v (GSE247506, human)",4.953281969866225e-118,1.9135835013394267e-121,1.1462808517047272,2000,53117,1
080,7,3,GEX020735,"GSE188111,GSE188123-5-vs-3-human up","Up genes comparing Group 5 vs Group 3 (GSE188123, human)",4.953281969866225e-118,1.9135835013394267e-121,1.1462808517047272,2000,53117,1
080,7,4,GEX022390,"GSE246886,GSE246889-2-vs-4-human dn","Dn genes comparing Group 2 vs Group 4 (GSE246889, human)",4.953281969866225e-118,1.9135835013394267e-121,1.1462808517047272,2000,53117,1
080,7,5,GEX026581,GSE160542-4-vs-3-human dn,"Dn genes in ctrl 4h cell line bci ns1.1 culture air liquid interphase day 26 untreated bronchus vs ho53 24h cell line bci ns1.1 culture air liquid interphase day 26 75 um bronchus (GSE160542, human)",4.953281969866225e-118,1.9135835013394267e-121,1.1462808517047272,2000,53117,1
080,8,1,GEX003060,"GSE226525,GSE226527-0-vs-8-human dn","Dn genes comparing Group 0 vs Group 8 (GSE226527, human)",2.663234144448982e-75,2.4962443399646277e-78,1.0917714142265416,2000,55769,1
080,8,2,GEX015081,GSE247506-5-vs-4-human up,"Up genes in vein blood con peripheral mononuclear cell group control vs vein blood crao peripheral mononuclear cell group v (GSE247506, human)",2.663234144448982e-75,2.4962443399646277e-78,1.0917714142265416,2000,55769,1
080,8,3,GEX022390,"GSE246886,GSE246889-2-vs-4-human dn","Dn genes comparing Group 2 vs Group 4 (GSE246889, human)",2.663234144448982e-75,2.4962443399646277e-78,1.0917714142265416,2000,55769,1
080,8,4,GEX026030,GSE249721-5-vs-12-human up,"Up genes in pc9 ct 24h lung adenocarcinoma cell line epithelial subcloned yes dmso vs h4006 erlo 24h 1 lung adenocarcinoma cell line hcc4006 epithelial subcloned yes erlotinib um (GSE249721, human)",2.663234144448982e-75,2.4962443399646277e-78,1.0917714142265416,2000,55769,1
080,8,5,GEX026581,GSE160542-4-vs-3-human dn,"Dn genes in ctrl 4h cell line bci ns1.1 culture air liquid interphase day 26 untreated bronchus vs ho53 24h cell line bci ns1.1 culture air liquid interphase day 26 75 um bronchus (GSE160542, human)",2.663234144448982e-75,2.4962443399646277e-78,1.0917714142265416,2000,55769,1
080,9,1,GEX000042,GSE243702-1-vs-3-human dn,"Dn genes in t21/gata1s/dyrk1a / day 4 megakaryocytes clone biol rep ipsc cell line tmd8 9 derived cd41+cd42b+ dyrk1a knockout hematopoietic eb differentiation vs t21/gata1s/dyrk1a+/+/+ day 7 progenitors biol rep ipsc cell line tmd8 clone 9 derived cd43+41+235+ dyrk1a untargeted hematopoietic eb differentiation (GSE243702, human)",2.9430573184731636e-150,6.005459137511095e-154,1.1891295431908286,2000,51203,1
080,9,2,GEX003060,"GSE226525,GSE226527-0-vs-8-human dn","Dn genes comparing Group 0 vs Group 8 (GSE226527, human)",2.9430573184731636e-150,6.005459137511095e-154,1.1891295431908286,2000,51203,1
080,9,3,GEX015081,GSE247506-5-vs-4-human up,"Up genes in vein blood con peripheral mononuclear cell group control vs vein blood crao peripheral mononuclear cell group v (GSE247506, human)",2.9430573184731636e-150,6.005459137511095e-154,1.1891295431908286,2000,51203,1
080,9,4,GEX022223,GSE227465-3-vs-4-human dn,"Dn genes in hbl1 a20 24hr cell line human dlbcl cas9 engineered tnfaip3 ko vs tmd8 24hr acal cell line human dlbcl cas9 engineered ko 25 nm acalabrutinib 24h (GSE227465, human)",2.9430573184731636e-150,6.005459137511095e-154,1.1891295431908286,2000,51203,1
080,9,5,GEX026581,GSE160542-4-vs-3-human dn,"Dn genes in ctrl 4h cell line bci ns1.1 culture air liquid interphase day 26 untreated bronchus vs ho53 24h cell line bci ns1.1 culture air liquid interphase day 26 75 um bronchus (GSE160542, human)",2.9430573184731636e-150,6.005459137511095e-154,1.1891295431908286,2000,51203,1
085,0,1,GEX001183,"GSE209632,GSE209820-3-vs-5-human dn","Dn genes comparing Group 3 vs Group 5 (GSE209820, human)",2.0354199303686567e-248,7.4943714895602e-253,1.3284546863914652,1997,38057,1
085,0,2,GEX046816,"GSE223405,GSE223406-9-vs-7-human dn","Dn genes comparing Group 9 vs Group 7 (GSE223406, human)",2.0354199303686567e-248,7.4943714895602e-253,1.3284546863914652,1997,38057,1
085,0,3,GEX086552,GSE184536-11-vs-13-human up,"Up genes in mrnaseq mock 4h lung adenocarcinoma virus 4 h a549 ace2 cells vs mrnaseq sarscov2 2h lung adenocarcinoma virus sars cov 2 (usa wa1/2020) moi=2 h a549 ace2 cells (GSE184536, human)",2.0354199303686567e-248,7.4943714895602e-253,1.3284546863914652,1997,38057,1
085,0,4,GEX098040,GSE57896-2-vs-3-human dn,"Dn genes in bat dmso day 7 time days replicate librarybatch b lane multiplex human pluripotent stem cell derived brown adipose cells vs wat syki 24 hours time replicate librarybatch lane multiplex human pluripotent stem cell derived white adipose cells (GSE57896, human)",2.0354199303686567e-248,7.4943714895602e-253,1.3284546863914652,1997,38057,1
085,0,5,GEX015925,GSE213558-2-vs-5-human up,"Up genes in vsmcs replicate mpra vs hek293 pe vaf clone crispr/cas9 (GSE213558, human)",2.0354199303686567e-248,1.009218196679332e-252,1.3284546863914652,1996,38057,1
085,1,1,GEX000436,GSE241712-6-vs-7-human up,"Up genes in cell line hek.ddhx15 human embryonic kidney kd dtag13 vs cell line hek.ddhx15 human embryonic kidney kd dtag13 (GSE241712, human)",0.0,0.0,1.631607822887756,1707,30986,1
085,1,2,GEX000520,"GSE242002,GSE242003-4-vs-3-human dn","Dn genes comparing Group 4 vs Group 3 (GSE242003, human)",0.0,0.0,1.631607822887756,1794,30986,1
085,1,3,GEX002429,GSE242259-1-vs-11-human up,"Up genes in hl60 sgmir 663a rep tumor blood cell line acute myeloid leukemia lenticrisprvs none vs ht29 sgmir 663a rep tumor colon cell line colorectal adenocarcinoma lenticrisprvs none (GSE242259, human)",0.0,0.0,1.631607822887756,1498,30986,1
085,1,4,GEX002909,"GSE213142,GSE240717-2-vs-1-human up","Up genes comparing Group 2 vs Group 1 (GSE240717, human)",0.0,0.0,1.631607822887756,1592,30986,1
085,1,5,GEX003089,GSE228991-11-vs-5-human up,"Up genes in k562 negative ctrl bone marrow chronic myeloid leukemia cell line leukemic non target knockdown replicate vs ccd841 untreated normal colon epithelium fetus cell line con wt replicate (GSE228991, human)",0.0,0.0,1.631607822887756,1961,30986,1
085,2,1,GEX090539,GSE152377-9-vs-11-human dn,"Dn genes in pma iono captureseq stimulation 50 ng/ml 1 um ionomycin library type hiv alignment full length genome non na\u00e3\u00af resting cd4+ cells vs rmd rnaseq stimulation 20 nm romidpesin library type hiv alignment full length genome non na\u00e3\u00af resting cd4+ cells (GSE152377, human)",0.0,0.0,3.8012781954887225,1972,13300,1
085,2,2,GEX039917,GSE193479-1-vs-2-human up,"Up genes in ncg mda stably transfected vector containing mir 200b 200a 429 human mammary tumor cell line vs ncg mda stably transfected vector containing mir 200c 141 human mammary tumor cell line (GSE193479, human)",0.0,0.0,3.801278195488722,1247,13300,1
085,2,3,GEX043800,GSE146438-1-vs-9-human dn,"Dn genes in monocyte wtd 01nm stimulation 24hrwtd 0.1nm human vs cd8 cell stimulation activated presence nm human (GSE146438, human)",0.0,0.0,3.801278195488722,1852,13300,1
085,2,4,GEX057737,GSE159392-7-vs-2-human up,"Up genes in neural progenitor cells parent #3 replicate ipsc derived none disease parental control vs neurons pths #4 replicate ipsc derived none disease (GSE159392, human)",0.0,0.0,3.801278195488722,1484,13300,2
085,2,5,GEX094412,GSE221793-5-vs-2-human up,"Up genes in hepg2 cell sh nc immunoprecipitation line human liver cancer wt vs hepg2 cell sh nc input line human liver cancer wt (GSE221793, human)",0.0,0.0,3.801278195488722,1238,13300,1
085,3,1,GEX000436,GSE241712-6-vs-7-human up,"Up genes in cell line hek.ddhx15 human embryonic kidney kd dtag13 vs cell line hek.ddhx15 human embryonic kidney kd dtag13 (GSE241712, human)",0.0,0.0,1.7311076870398907,1707,29205,1
085,3,2,GEX000732,GSE220620-0-vs-10-human up,"Up genes in bxpc 3 cells dmso bio rep cell line pdac na vehicle time 48 hr vs mia paca 2 cells 3a4 bio rep cell line pdac na lxr inverse agonist time 48 hr (GSE220620, human)",0.0,0.0,1.7311076870398907,1969,29205,1
085,3,3,GEX003045,GSE226590-6-vs-7-human up,"Up genes in yap1 120min tgfb knock kidney embryo cell line hek 293 cells immortalized human embryonic 1ng/ml time vs runx3 15min tgfb knock kidney embryo cell line hek 293 cells immortalized human embryonic 1ng/ml time (GSE226590, human)",0.0,0.0,1.7311076870398907,1827,29205,1
085,3,4,GEX003089,GSE228991-11-vs-5-human up,"Up genes in k562 negative ctrl bone marrow chronic myeloid leukemia cell line leukemic non target knockdown replicate vs ccd841 untreated normal colon epithelium fetus cell line con wt replicate (GSE228991, human)",0.0,0.0,1.7311076870398907,1961,29205,1
085,3,5,GEX004226,GSE206853-5-vs-8-human up,"Up genes in lncap rnaseq 6hr 1ae 5 \u00e2\u00b5m rep cell line human prostate adenocarcinoma um time 6 hours vs lncap rnaseq 24hr epi 001 2.5 \u00e2\u00b5m rep cell line human prostate adenocarcinoma um time 24 hours (GSE206853, human)",0.0,0.0,1.7311076870398907,1970,29205,1
085,4,1,GEX040138,GSE213013-2-vs-1-human dn,"Dn genes in u251 cells biological replicate cell line glioblastoma wt vs mcf7 cells st101 biological replicate cell line breast adenocarcinoma wt (GSE213013, human)",0.0,0.0,1.6721902493881065,1581,30234,1
085,4,2,GEX066492,GSE162699-12-vs-13-human dn,"Dn genes in dmso 6h siupf1ll vehicle control sirna upf1ll specific hek 293 cells vs puromycin 25 sint \u00ee\u00bcg/ml sirna non targeting hek 293 cells (GSE162699, human)",0.0,0.0,1.6721902493881065,1584,30234,1
085,4,3,GEX070590,GSE166824-6-vs-9-human up,"Up genes in msc d6 growth medium differentiation matrix hydrogel bone marrow derived cells vs msc ddr growth medium basal matrix polystyrene d3 bone marrow derived cells (GSE166824, human)",0.0,0.0,1.6721902493881065,1959,30234,1
085,4,4,GEX076755,GSE109001-6-vs-8-human dn,"Dn genes in phaastro primary adult astrocyte donor gender male age 27yrs vs c9 ltnes d29 hipsc derived astrocyte donor gender male age teenager (GSE109001, human)",0.0,0.0,1.6721902493881065,1982,30234,1
085,4,5,GEX077460,GSE207404-1-vs-10-human dn,"Dn genes in nan vs nan (GSE207404, human)",0.0,0.0,1.6721902493881065,1982,30234,1
085,5,1,GEX000066,GSE233094-0-vs-1-human dn,"Dn genes in mgc803 sicontrol cell line human gastric cancer vs mgc803 sicxcr7 cell line human gastric cancer (GSE233094, human)",0.0,0.0,1.5982360193468848,1849,31633,1
085,5,2,GEX000436,GSE241712-6-vs-7-human up,"Up genes in cell line hek.ddhx15 human embryonic kidney kd dtag13 vs cell line hek.ddhx15 human embryonic kidney kd dtag13 (GSE241712, human)",0.0,0.0,1.5982360193468848,1707,31633,1
085,5,3,GEX000919,"GSE216249,GSE216250-11-vs-5-human dn","Dn genes comparing Group 11 vs Group 5 (GSE216250, human)",0.0,0.0,1.5982360193468848,1945,31633,1
085,5,4,GEX001164,GSE133977-1-vs-2-human dn,"Dn genes in arcapm si diagnosis prostate cancer gender male repository source fibroblast id (atcc) vs du145 si diagnosis prostate cancer gender male repository source fibroblast id (atcc) (GSE133977, human)",0.0,0.0,1.5982360193468848,1929,31633,1
085,5,5,GEX002189,GSE244112-4-vs-6-human up,"Up genes in wt d0 ipsc/ipsc derived cells vs tpm1ko d4 ipsc/ipsc derived cells (GSE244112, human)",0.0,0.0,1.5982360193468848,1925,31633,1
085,6,1,GEX018998,GSE221762-1-vs-8-human up,"Up genes in hek293 ici 1.5h cell line stably expressing dor human embryonic kidney 174 864 100 um vs hek293 ici 6h cell line stably expressing dor human embryonic kidney 174 864 100 um (GSE221762, human)",0.0,0.0,1.667007385914007,1718,30328,2
085,6,2,GEX050813,GSE64962-5-vs-7-human dn,"Dn genes in corr l leucine rpf type ribosomal profiling corrected timepoint hours human fibroblast vs mut leucine total rna type seq esco2 mutant timepoint hours human fibroblast (GSE64962, human)",0.0,0.0,1.667007385914007,1848,30328,1
085,6,3,GEX051091,GSE79804-0-vs-5-human up,"Up genes in ribo seq following transfection sirna cell line u2os sample cells vs norad post transfection cell line u2os sample sirna cells (GSE79804, human)",0.0,0.0,1.667007385914007,1948,30328,1
085,6,4,GEX003611,GSE185239-2-vs-3-human dn,"Dn genes in icp22 null infection p.. paa replicate [rna seq] human fetal foreskin fibroblasts time post hpi agent mutant herpes simplex virus 1 strain f (350 microg/ml) vs mock infection p.. paa replicate [rna seq] human fetal foreskin fibroblasts time post agent (350 microg/ml) (GSE185239, human)",0.0,0.0,1.6670073859140069,1539,30328,2
085,6,5,GEX031060,GSE234988-0-vs-4-human up,"Up genes in probe enrichment adriamycin cell line method vs hela probe enrichment nat10 inhibition cell line method (GSE234988, human)",0.0,0.0,1.6670073859140069,1461,30328,1
085,7,1,GEX022223,GSE227465-3-vs-4-human dn,"Dn genes in hbl1 a20 24hr cell line human dlbcl cas9 engineered tnfaip3 ko vs tmd8 24hr acal cell line human dlbcl cas9 engineered ko 25 nm acalabrutinib 24h (GSE227465, human)",4.1914334978025804e-254,8.17963237539982e-259,1.3367794817556848,2000,37820,1
085,7,2,GEX001183,"GSE209632,GSE209820-3-vs-5-human dn","Dn genes comparing Group 3 vs Group 5 (GSE209820, human)",4.1914334978025804e-254,2.0374806844215866e-258,1.3367794817556848,1997,37820,1
085,7,3,GEX046816,"GSE223405,GSE223406-9-vs-7-human dn","Dn genes comparing Group 9 vs Group 7 (GSE223406, human)",4.1914334978025804e-254,2.0374806844215866e-258,1.3367794817556848,1997,37820,1
085,7,4,GEX086552,GSE184536-11-vs-13-human up,"Up genes in mrnaseq mock 4h lung adenocarcinoma virus 4 h a549 ace2 cells vs mrnaseq sarscov2 2h lung adenocarcinoma virus sars cov 2 (usa wa1/2020) moi=2 h a549 ace2 cells (GSE184536, human)",4.1914334978025804e-254,2.0374806844215866e-258,1.3367794817556848,1997,37820,1
085,7,5,GEX015925,GSE213558-2-vs-5-human up,"Up genes in vsmcs replicate mpra vs hek293 pe vaf clone crispr/cas9 (GSE213558, human)",4.1914334978025804e-254,2.761894247325725e-258,1.3367794817556846,1996,37820,1
085,8,1,GEX086552,GSE184536-11-vs-13-human up,"Up genes in mrnaseq mock 4h lung adenocarcinoma virus 4 h a549 ace2 cells vs mrnaseq sarscov2 2h lung adenocarcinoma virus sars cov 2 (usa wa1/2020) moi=2 h a549 ace2 cells (GSE184536, human)",3.978348775577572e-242,1.0781119958863858e-246,1.319302732183398,1997,38321,1
085,8,2,GEX015925,GSE213558-2-vs-5-human up,"Up genes in vsmcs replicate mpra vs hek293 pe vaf clone crispr/cas9 (GSE213558, human)",3.978348775577572e-242,1.441271758630109e-246,1.319302732183398,1996,38321,1
085,8,3,GEX055292,"GSE87237,GSE87239-0-vs-1-human up","Up genes comparing Group 0 vs Group 1 (GSE87239, human)",3.978348775577572e-242,1.9267477603533375e-246,1.319302732183398,1995,38321,1
085,8,4,GEX059024,"GSE214108,GSE214110-7-vs-12-human up","Up genes comparing Group 7 vs Group 12 (GSE214110, human)",3.978348775577572e-242,1.9267477603533375e-246,1.319302732183398,1995,38321,1
085,8,5,GEX059966,GSE171552-4-vs-5-human dn,"Dn genes in kg 1a nt myeloblasts human leukemia cell line vs mv4 11 ven 10nm myeloblasts human leukemia cell line (GSE171552, human)",3.978348775577572e-242,1.9267477603533375e-246,1.319302732183398,1995,38321,1
085,9,1,GEX006513,"GSE222181,GSE234342-0-vs-3-human up","Up genes comparing Group 0 vs Group 3 (GSE234342, human)",0.0,0.0,1.6476665363055667,1851,30684,1
085,9,2,GEX007574,"GSE215757,GSE215765-1-vs-0-human dn","Dn genes comparing Group 1 vs Group 0 (GSE215765, human)",0.0,0.0,1.6476665363055667,1847,30684,1
085,9,3,GEX008286,GSE214101-4-vs-7-human up,"Up genes in ntshrna mdamb436 breast cell line mda mb 436 epithelial non targeting shrna vs mdm2shrna mdamb231 breast cell line mda mb 231 epithelial mdm2 shrna (GSE214101, human)",0.0,0.0,1.6476665363055667,1565,30684,1
085,9,4,GEX010540,GSE238067-4-vs-2-human up,"Up genes in skmes shluc biol rep [ctrl 2 cell line established human lung squamous carcinoma trated control shrna sequence vs h2073 wt biol rep [k1 cell line established human lung adenocarcinoma unmodified (GSE238067, human)",0.0,0.0,1.6476665363055667,1969,30684,2
085,9,5,GEX011996,GSE180852-1-vs-2-human up,"Up genes in us heart stage uremic vs tgfb48 heart stage stimulated stimulate pdgf beta (GSE180852, human)",0.0,0.0,1.6476665363055667,1931,30684,1
090,0,1,GEX082576,GSE89189-8-vs-12-human dn,"Dn genes in x2 stimulus/ none time (hours) imgl ips microglia vs stimulus/ none time (hours) cd14+/cd16 monocytes (GSE89189, human)",0.0,0.0,1.8467735060949624,1819,23462,1
090,0,2,GEX105673,"GSE119424,GSE120214-7-vs-2-human dn","Dn genes comparing Group 7 vs Group 2 (GSE120214, human)",0.0,0.0,1.8467735060949624,1935,23462,1
090,0,3,GEX002072,"GSE239662,GSE239663-1-vs-2-human dn","Dn genes comparing Group 1 vs Group 2 (GSE239663, human)",0.0,0.0,1.8467735060949624,1225,23462,2
090,0,4,GEX005373,GSE232107-11-vs-9-human dn,"Dn genes in p2 hct116 infected plexwell cell line vs p1 hct116 infected plexwell cell line (GSE232107, human)",0.0,0.0,1.8467735060949624,1319,23462,1
090,0,5,GEX010541,GSE238067-4-vs-2-human dn,"Dn genes in skmes shluc biol rep [ctrl 2 cell line established human lung squamous carcinoma trated control shrna sequence vs h2073 wt biol rep [k1 cell line established human lung adenocarcinoma unmodified (GSE238067, human)",0.0,0.0,1.8467735060949624,1788,23462,1
090,1,1,GEX073274,"GSE214108,GSE214110-3-vs-12-human dn","Dn genes comparing Group 3 vs Group 12 (GSE214110, human)",0.0,0.0,1.778986697323042,1755,24356,1
090,1,2,GEX000711,GSE180852-3-vs-2-human dn,"Dn genes in gs heart stage control healthy serum vs tgfb48 heart stage stimulated stimulate pdgf beta (GSE180852, human)",0.0,0.0,1.7789866973230417,1859,24356,1
